id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ016515,0.0001566757,7.332622e-06,0.0032632896,0.0006794112,1.0951519e-05,0.99587905,2.9197602e-06,4.0307503e-07
ZJ016516,0.007913919,1.2384068e-06,0.0005531591,0.9884058,1.3028689e-06,0.003073931,4.819664e-07,5.023875e-05
ZJ016517,0.055456176,0.019804038,0.83455485,0.00016205983,7.646147e-05,0.00072551053,0.002000077,0.08722083
ZJ016518,0.99999344,1.2850525e-07,2.169999e-06,2.3764712e-06,1.523907e-07,6.968443e-08,1.227024e-06,5.701513e-07
ZJ016519,0.0035029133,4.627392e-05,0.99248123,0.000842099,0.00089393056,0.0014405565,2.2758484e-05,0.00077028165
ZJ016520,0.99847454,5.3666145e-07,6.155149e-05,0.0011664162,6.638473e-05,0.00022567717,3.3289969e-06,1.5542311e-06
ZJ016521,0.016549297,0.009082664,0.9365596,1.0136986e-05,1.1515984e-05,0.00016771718,0.03379736,0.003821837
ZJ016522,0.99997616,2.527865e-07,1.0445041e-05,6.321203e-07,1.0246933e-05,1.061771e-06,9.980677e-07,1.430126e-07
ZJ016523,0.00028083823,0.9994086,0.00030291287,8.3333055e-07,2.607595e-07,4.2763108e-07,8.403744e-07,5.231375e-06
ZJ016524,0.010288283,0.00015157231,0.94160897,0.0016189878,5.0288436e-05,0.0013291166,2.7735652e-05,0.044925097
ZJ016525,0.00025090782,2.3546106e-07,8.769804e-06,1.5261094e-05,0.9997162,3.3075137e-06,9.749766e-07,4.36362e-06
ZJ016526,0.021026982,0.022991003,0.45923167,0.00038299334,0.0016860042,0.0006455211,0.27174872,0.22228712
ZJ016527,8.232295e-06,1.0312694e-06,1.6669834e-05,0.9999393,5.994639e-07,3.0454483e-05,1.4000933e-07,3.6031072e-06
ZJ016528,0.08374616,0.0004940585,0.0008338343,3.859799e-07,1.5361596e-07,1.0804904e-05,0.9145311,0.0003834551
ZJ016529,7.0855116e-05,7.2050348e-06,6.2969746e-05,5.826255e-05,9.598059e-07,0.00018194906,0.99961686,8.737865e-07
ZJ016530,0.053085793,0.14875928,0.7886138,1.7047032e-05,0.0002194083,0.006480424,0.0026559462,0.00016830883
ZJ016531,0.0044431435,0.00048817537,0.5838403,0.39938673,3.907513e-05,0.004528841,0.00024905754,0.0070247664
ZJ016532,1.6314026e-06,4.1610883e-06,3.090553e-05,3.952905e-06,7.2241155e-06,0.99994886,2.8649872e-06,3.40693e-07
ZJ016533,0.59810114,0.0006268933,0.10033097,1.9815321e-05,3.0181209e-05,5.1034764e-05,0.29999363,0.00084638625
ZJ016534,0.20168419,6.863042e-05,0.23870939,0.24134566,0.0012775646,0.0007816152,0.0010232931,0.31510964
ZJ016535,0.0028254166,2.2918757e-06,7.478587e-06,1.34844695e-05,3.536921e-05,8.353906e-06,0.9971071,4.5900018e-07
ZJ016536,0.15558822,0.0066660745,0.15734918,0.00023392044,0.00024082465,0.00013195776,0.000997627,0.6787922
ZJ016537,0.00075367454,1.0500392e-05,0.00014946806,1.8042584e-06,6.4639603e-06,6.6384746e-06,0.99906963,1.9407996e-06
ZJ016538,0.00021389297,4.0177835e-07,9.214977e-06,2.630493e-07,6.709788e-06,2.4502691e-05,0.9997447,2.9592383e-07
ZJ016539,0.11481242,0.0031890846,0.7766289,0.0005596764,5.113444e-05,0.0052691605,0.007345948,0.092143595
ZJ016540,0.018880209,0.71981984,0.024652205,1.06002235e-05,8.471117e-06,1.740984e-05,0.0011455729,0.23546565
ZJ016541,0.20542991,0.000101739,0.715302,0.00022913817,0.0023198747,0.00041471585,0.043732833,0.03246983
ZJ016542,0.12789662,1.47032615e-05,0.31662902,0.46248466,0.007149303,0.00014068154,0.0006202037,0.08506482
ZJ016543,0.9755603,0.016336562,0.0009218229,0.0042588804,0.0015180995,0.0013248425,4.9936602e-06,7.447479e-05
ZJ016544,0.9999913,7.7305754e-07,4.5063957e-06,4.2861938e-08,2.159015e-06,2.7238252e-07,6.818261e-07,1.873917e-07
ZJ016545,0.8922575,3.918941e-06,0.103146285,9.8916025e-05,0.0032896427,8.789165e-06,0.0011526804,4.224641e-05
ZJ016546,1.4484206e-07,7.694701e-09,4.847592e-06,4.2352317e-06,6.436059e-07,0.9999901,9.311992e-09,3.4869274e-08
ZJ016547,0.019709995,9.780395e-06,0.86510426,0.092537135,6.3184266e-06,0.020562327,4.146633e-05,0.0020286972
ZJ016548,0.99983954,1.968485e-07,0.00013823941,3.8334647e-07,1.6660191e-05,3.7821812e-06,6.637925e-07,5.1391834e-07
ZJ016549,0.013657202,0.00011470351,0.9797106,2.4171655e-05,3.5814537e-05,4.7881702e-05,0.0063347835,7.48959e-05
ZJ016550,0.056806054,0.0039210008,0.346801,0.00036343478,0.0006807007,0.00024837538,0.3592142,0.23196527
ZJ016551,9.744355e-05,0.99967885,0.00021559212,1.488217e-07,1.3627022e-07,5.2232213e-06,7.1517366e-07,1.914877e-06
ZJ016552,0.005732337,0.00041444224,0.74833894,2.8604678e-05,7.183491e-05,8.190237e-06,0.24515289,0.00025269328
ZJ016553,0.6776712,0.00013544371,0.2604513,0.00016428655,0.00011842487,5.4646553e-05,0.040868517,0.020536106
ZJ016554,0.99890554,0.00012251071,0.00077592226,1.5297323e-07,7.3870936e-08,6.8939e-06,0.00018162427,7.315236e-06
ZJ016555,0.065659,0.9326229,0.00050015317,0.00030870663,6.152133e-05,0.00024086896,3.7732036e-05,0.0005690615
ZJ016556,0.0004278429,0.9988452,0.000661253,4.846243e-07,3.05552e-07,5.5563914e-06,3.8111153e-05,2.120922e-05
ZJ016557,0.0002820326,0.9981647,0.0014892373,2.5015695e-06,6.7691985e-06,1.5368609e-05,2.0929014e-05,1.846625e-05
ZJ016558,5.602679e-07,5.9719656e-07,1.5031479e-05,9.587544e-07,1.5245529e-06,0.9999808,4.700826e-07,2.420739e-08
ZJ016559,0.34731802,0.0029407914,0.34909979,0.0013597142,0.011813289,0.01666429,0.25482047,0.015983662
ZJ016560,0.0003489342,7.3788294e-07,6.5321394e-05,1.667404e-06,0.99954563,2.785906e-05,9.520903e-06,3.993706e-07
ZJ016561,0.99993813,6.450958e-07,1.1077824e-05,1.9306318e-08,4.9123457e-05,3.8883297e-08,5.52519e-07,4.075811e-07
ZJ016562,8.496557e-05,0.9995927,0.00015864699,8.341e-06,1.4767302e-06,5.710994e-06,0.00013519498,1.304577e-05
ZJ016563,0.9379489,0.00042477014,0.041053496,0.00011515927,2.441875e-06,0.0034290375,0.012574265,0.004451965
ZJ016564,7.937419e-05,0.99987054,7.1034383e-06,4.2368356e-07,3.0248071e-07,4.980194e-06,3.7043472e-05,1.3073672e-07
ZJ016565,1.6559815e-06,5.055118e-07,7.083568e-05,2.177274e-06,2.1195358e-06,0.9999223,2.1458285e-07,2.222459e-07
ZJ016566,0.0218181,0.006513263,0.9597472,8.781968e-06,3.3597822e-05,0.00011508642,0.008424337,0.0033397235
ZJ016567,0.0035372926,9.611227e-05,0.011661896,0.016204515,3.065041e-05,2.219901e-05,0.0003330852,0.9681143
ZJ016568,0.00015757156,0.00016579096,0.048947558,0.00014836906,2.3593428e-05,0.95044816,5.9951668e-05,4.8997994e-05
ZJ016569,0.03822315,0.00019479234,0.067343876,8.901984e-06,0.0001952214,2.6268419e-05,0.8939908,1.7011615e-05
ZJ016570,6.601664e-06,0.9999509,1.43071475e-05,1.6784268e-06,1.8408737e-06,2.2979944e-05,1.4019326e-06,2.5591646e-07
ZJ016571,0.6651565,1.5620893e-05,0.3156632,0.0023307684,8.814593e-06,0.016299361,0.000495292,3.0583116e-05
ZJ016572,4.3182932e-05,0.99958783,0.00020631052,1.0468008e-06,2.4910528e-07,6.5386384e-06,0.000114618044,4.0233455e-05
ZJ016573,0.011258012,0.000347942,0.9501299,0.0008417989,1.2652737e-05,0.00034380634,8.024606e-05,0.03698556
ZJ016574,0.012248788,1.331456e-05,0.23458494,0.06682373,1.7367563e-05,0.0010481686,3.929766e-05,0.6852243
ZJ016575,0.0014138197,1.5561742e-06,0.998408,5.810287e-05,4.6702794e-06,2.0245641e-05,4.0850637e-06,8.963525e-05
ZJ016576,0.9875542,0.0049860873,0.00014509779,8.6530046e-05,1.9997044e-06,5.345473e-06,7.076966e-05,0.00714991
ZJ016577,0.17064114,0.008248657,0.4537551,0.0006609175,4.1152856e-05,0.012622101,0.027351223,0.32667968
ZJ016578,3.5822868e-05,0.9997292,4.29808e-05,4.13454e-06,7.4567333e-07,0.00016008782,2.3880772e-05,3.1118918e-06
ZJ016579,0.00024245877,0.9986815,0.0010262694,3.6360024e-07,2.316665e-07,8.293715e-06,2.2068543e-06,3.87443e-05
ZJ016580,0.0017063323,0.24483857,0.68473893,8.969117e-06,2.0234772e-06,0.0002625706,0.003540598,0.064901985
ZJ016581,1.9360177e-05,0.999238,0.0003599475,1.2813116e-06,5.3429727e-07,7.26726e-07,1.8116263e-05,0.0003620215
ZJ016582,1.322889e-06,2.73511e-06,2.3443155e-05,1.8063205e-06,5.4605853e-06,0.9999634,1.5465623e-06,1.8435557e-07
ZJ016583,0.30626434,3.6953326e-05,0.61899704,1.2690816e-05,0.0006227209,0.0002636789,0.07350644,0.00029608948
ZJ016584,0.96236086,9.006563e-06,0.0036618514,0.025936257,0.007844514,0.000113670445,9.992468e-06,6.3944746e-05
ZJ016585,2.0343057e-06,6.4937404e-07,0.00011026774,3.1940913e-06,1.3064307e-06,0.999882,4.473791e-07,1.9750846e-07
ZJ016586,0.09669375,0.0022122764,0.77541,0.0014860826,1.7679107e-05,0.0037551376,0.0069748736,0.11345024
ZJ016587,0.04761217,0.0207318,0.82988,0.00025189808,0.0009384953,0.0019230851,0.06291798,0.03574445
ZJ016588,0.065545455,0.012831916,0.009824624,0.8983398,0.0015915132,0.008742427,0.0019059513,0.0012184147
ZJ016589,0.009849151,0.00013121452,0.017989857,0.00017842485,6.3745e-05,0.9033901,0.06778229,0.0006152344
ZJ016590,0.826602,1.6403665e-05,0.0627932,0.0008427255,0.0006856029,0.0010578859,0.09512146,0.012880722
ZJ016591,0.00024912122,6.471684e-08,4.104812e-06,2.6003602e-07,1.1483961e-05,6.142535e-07,0.9997342,8.056323e-08
ZJ016592,0.1645033,0.0032002192,0.6326689,0.00012625045,0.003713125,0.00046995445,0.108252965,0.087065235
ZJ016593,0.8471006,3.9351664e-05,0.03291021,2.1308386e-05,0.0001978659,0.0001378655,0.11863048,0.00096238207
ZJ016594,0.0753965,0.04583314,0.7400271,0.00036547665,0.00039536165,0.00016382495,0.09444933,0.043369215
ZJ016595,0.0060651656,9.3574845e-06,0.0056683617,4.257462e-06,0.00040404563,0.00012072085,0.9877242,3.9181987e-06
ZJ016596,0.99968123,1.7698289e-05,0.00013963888,9.876811e-07,4.4466848e-05,4.932125e-05,6.474333e-05,1.9187771e-06
ZJ016597,0.04837818,0.00046832176,0.018308565,1.419529e-05,5.5588996e-05,4.854041e-05,0.9323596,0.00036706732
ZJ016598,1.3009935e-06,3.41635e-06,2.8530156e-05,2.179548e-06,6.7090255e-06,0.9999553,2.3063708e-06,2.1766719e-07
ZJ016599,0.0008283487,0.97756857,0.00051317125,6.583841e-05,0.0009902696,0.009789591,0.010218251,2.5940166e-05
ZJ016600,0.0068694,0.99296486,0.00011856735,3.6949275e-06,2.8086697e-06,3.5446603e-05,4.5859347e-06,6.2779e-07
ZJ016601,0.9706943,7.493904e-06,0.026244873,1.062244e-05,2.9222312e-05,7.856443e-06,0.0029770948,2.8494082e-05
ZJ016602,0.13977621,0.0020414372,0.7380387,0.00030556796,0.00515236,0.000341789,0.06754763,0.046796236
ZJ016603,9.6290105e-06,1.2778277e-06,2.700869e-06,4.739698e-06,4.6854575e-06,2.8646366e-07,0.999972,4.615351e-06
ZJ016604,0.0020551512,2.1164753e-05,0.0034399703,0.0011290662,1.5154811e-06,3.0842987e-06,6.5257186e-06,0.9933435
ZJ016605,9.988684e-06,1.1541334e-06,9.30032e-05,1.7336736e-06,2.2745544e-06,2.1483696e-05,0.9998697,7.04743e-07
ZJ016606,0.29472637,0.0013009645,0.036460277,0.00013399101,0.0012141633,0.002914121,0.6574198,0.0058303736
ZJ016607,7.8591563e-07,1.6768958e-07,6.7589117e-06,2.24682e-06,3.1672295e-07,0.9999896,9.437659e-08,3.823369e-08
ZJ016608,0.010935325,1.46154225e-05,0.19425954,0.7310334,0.0014213307,0.00012584566,0.00010865587,0.062101297
ZJ016609,0.051556323,1.3375159e-05,0.036242753,0.00017581088,6.4737837e-06,4.0774135e-05,0.9118845,8.009879e-05
ZJ016610,0.013820461,0.89433604,0.08591837,0.00017087895,0.00040558696,0.00016472054,0.0018517716,0.0033322133
ZJ016611,0.0022049218,6.0058603e-05,0.0066739265,8.863398e-05,7.8976795e-05,0.009685524,0.9809934,0.00021454017
ZJ016612,0.0028579803,9.077425e-05,0.9389166,0.042410538,6.3406696e-06,0.010912506,1.9485522e-05,0.0047856825
ZJ016613,7.5017147e-07,3.8692562e-07,1.9643661e-05,2.514403e-06,2.4843343e-06,0.99997365,3.648068e-07,2.161149e-07
ZJ016614,0.72048587,0.12894733,0.009530251,0.0064483033,0.0001805341,0.0022832458,0.00014766246,0.13197683
ZJ016615,0.001510961,1.4813506e-05,0.0015532249,9.9595545e-06,0.00028515916,1.4616612e-06,0.9953028,0.0013215902
ZJ016616,0.00013515269,1.3330043e-06,0.00058744056,2.8617704e-05,4.276053e-06,0.99923635,4.988482e-06,1.8907925e-06
ZJ016617,0.00075228035,0.07160058,0.9130602,3.8194344e-06,8.970819e-07,0.00013601313,0.0014962293,0.012950002
ZJ016618,0.14105031,0.0010802549,0.356545,8.334803e-05,0.0018730778,0.0005789794,0.48140395,0.017384958
ZJ016619,0.76978797,0.012405284,0.10754495,0.10197584,0.007891319,0.00018215831,2.5212454e-05,0.00018724846
ZJ016620,0.5337676,0.0002511774,0.01648095,0.4487702,0.00048218822,3.1098712e-05,4.2624542e-05,0.00017417078
ZJ016621,0.6871212,0.019328173,0.1269853,0.13478965,0.030106692,0.00045504942,6.27743e-05,0.0011511169
ZJ016622,0.9273763,2.6600487e-06,0.06770496,0.00057469826,0.0027782163,6.58288e-06,0.0015001439,5.6468893e-05
ZJ016623,0.24514425,1.6036078e-05,0.3288902,0.39742097,0.0034635419,0.00018352948,0.0012522053,0.023629274
ZJ016624,0.85622126,1.5932548e-05,0.0026353092,1.1139419e-05,0.1404853,1.655794e-05,0.00038342076,0.00023100033
ZJ016625,0.99736005,4.5643262e-07,5.3403337e-06,0.0025223738,9.1122434e-05,1.0695406e-06,1.4029187e-05,5.52533e-06
ZJ016626,0.13203347,0.0021561447,0.65478474,0.2075656,7.1223374e-05,0.00012077263,4.440613e-05,0.0032236672
ZJ016627,5.1505017e-06,5.6305507e-06,0.00051963853,4.099862e-06,1.065007e-06,5.0089504e-05,0.99940693,7.376796e-06
ZJ016628,0.9999672,6.7888993e-07,1.9618505e-05,8.059953e-08,1.0205696e-05,1.0549707e-06,8.347145e-07,1.9416328e-07
ZJ016629,9.995785e-06,1.2494248e-06,0.00020760643,0.96821845,3.2434884e-06,0.031553406,1.8176449e-07,5.9399713e-06
ZJ016630,0.8186649,1.869642e-06,0.0021226117,1.6462778e-05,4.51951e-05,1.8982219e-05,0.17912443,5.5205333e-06
ZJ016631,0.8638413,6.24054e-06,0.13237938,0.0020762153,0.0011474018,0.00019368279,0.000119642995,0.00023625081
ZJ016632,0.60005206,0.00018023865,0.05588768,0.34237707,9.203768e-05,0.00019768819,1.001058e-05,0.0012032177
ZJ016633,0.49211216,0.0720635,0.41596785,2.6519496e-05,0.00038977602,0.007636038,0.009461194,0.0023429636
ZJ016634,0.72103465,0.00021071827,0.25272587,6.2390645e-05,9.96024e-06,0.00040778687,0.022009427,0.0035391806
ZJ016635,0.123150334,0.041342292,0.4475153,0.0018125804,7.526899e-06,0.03709514,0.34654528,0.002531557
ZJ016636,0.00023156416,7.164713e-06,0.00018509079,8.5602056e-05,1.0666532e-06,3.4142457e-07,7.3558936e-06,0.99948186
ZJ016637,0.051839128,3.2787346e-05,0.049872234,0.00028243565,8.918515e-06,7.966387e-05,0.89780945,7.540353e-05
ZJ016638,0.15512176,0.0019366979,0.539171,6.600972e-05,0.001621363,0.0005043058,0.2857541,0.01582474
ZJ016639,0.96654683,1.9310212e-06,0.0002840018,0.031308353,7.333365e-05,1.2529718e-05,7.375187e-05,0.0016993419
ZJ016640,0.00019858853,0.99956447,7.5292504e-05,2.2064612e-05,7.652871e-06,2.4391725e-06,7.5718424e-07,0.00012877694
ZJ016641,0.40955427,0.05417099,0.014697317,0.5208093,0.00026463167,0.00011374814,1.6864333e-05,0.00037287475
ZJ016642,0.023464946,0.001329109,0.00254776,0.97097594,0.0014562492,0.0001717907,7.677971e-06,4.6528963e-05
ZJ016643,0.00011515724,0.9998178,5.9806924e-05,1.934559e-06,7.290259e-07,1.6327295e-06,7.1231597e-07,2.1796432e-06
ZJ016644,0.9825775,1.1437923e-05,0.001552444,3.740974e-05,1.2117565e-06,3.7441396e-07,0.005245748,0.010573883
ZJ016645,0.9999417,3.0139142e-06,1.2506752e-05,2.9545827e-08,3.8224625e-05,1.389527e-07,2.8462873e-06,1.4606271e-06
ZJ016646,1.3844329e-05,2.3980198e-07,1.363893e-06,1.1840548e-06,6.719793e-06,1.0884834e-07,0.99997485,1.7167473e-06
ZJ016647,0.010212521,2.5923593e-05,0.028007384,0.26401412,1.1577021e-05,1.0612239e-05,0.00011053378,0.6976074
ZJ016648,0.0050291833,0.07304776,0.025988758,3.514255e-05,3.0876556e-05,1.0234169e-05,0.8906576,0.005200384
ZJ016649,0.00036734284,0.00019385976,0.9914929,0.0048619187,7.05159e-06,0.0013293895,5.5677647e-06,0.0017419705
ZJ016650,0.9971595,9.9552735e-06,0.0002094988,0.0017953372,6.1651896e-05,0.0004521238,1.9336485e-06,0.0003100006
ZJ016651,0.0001119995,0.999778,0.00010161363,2.8664049e-06,2.0107575e-07,1.822407e-07,2.6918858e-06,2.3472887e-06
ZJ016652,0.15515867,0.00021274085,0.803705,0.00028392713,0.0025936083,0.009773498,0.027049059,0.0012236024
ZJ016653,0.0010381743,3.9844526e-08,2.7244636e-07,1.23946e-07,0.9989588,2.024699e-06,4.4892303e-07,2.0541133e-08
ZJ016654,8.601495e-05,0.9978795,0.0002200851,1.1953735e-05,2.9928344e-06,0.0015895864,0.00017668017,3.314648e-05
ZJ016655,0.99910396,0.0008540374,1.2743822e-05,4.303783e-06,2.9577802e-06,1.07860205e-05,9.921776e-06,1.2152628e-06
ZJ016656,2.2913118e-06,0.99999166,4.727156e-06,1.3881156e-07,3.5551906e-08,8.5269676e-07,9.2506006e-08,1.883672e-07
ZJ016657,0.0005161563,0.9243047,0.0019566147,1.9532188e-05,3.017944e-06,2.2881668e-06,0.07210113,0.0010965362
ZJ016658,0.11644634,0.0015241647,0.86556435,0.00090571225,9.012262e-05,0.011820181,0.0021761497,0.0014730162
ZJ016659,0.00081482757,0.019402873,0.3163456,1.0652737e-05,0.0029860917,0.6521786,0.008155583,0.00010580744
ZJ016660,0.99444395,2.9625478e-06,0.002548758,1.7361247e-06,9.9980796e-05,3.532851e-05,0.0027606837,0.00010660587
ZJ016661,0.29027712,0.00032996212,0.65608233,0.020620981,8.763407e-05,0.0009582443,0.00014102753,0.03150272
ZJ016662,0.00015746364,5.017457e-07,0.00065924926,1.3745984e-05,5.013781e-06,0.99915755,3.1365478e-06,3.4328207e-06
ZJ016663,2.7419649e-06,8.1822213e-07,4.8659953e-05,4.812736e-07,4.5164866e-06,0.9999393,3.3786591e-06,1.1535915e-07
ZJ016664,0.0021973366,8.789978e-06,0.8900334,0.0010420618,0.00025293152,0.10481792,6.1870824e-06,0.0016413818
ZJ016665,0.00929143,6.540118e-05,0.0300183,3.7323705e-06,2.1396103e-05,4.6519613e-06,0.9605755,1.949353e-05
ZJ016666,0.042920407,0.00026822646,0.052866288,0.00015207668,0.00021757839,0.0012318277,0.41032818,0.49201548
ZJ016667,0.41456386,0.0008785894,0.43211883,0.00027480372,0.0063651395,0.00011596334,0.13211793,0.013564894
ZJ016668,0.09953583,0.00016676213,0.8932854,0.00021858637,0.00092218455,0.0037146746,0.0002693198,0.0018873032
ZJ016669,0.14019711,0.0015393576,0.27331558,0.00091784564,9.90847e-05,0.0146535775,0.5399847,0.029292757
ZJ016670,0.98932296,9.959004e-06,0.0052576624,0.0020939813,0.00038488396,8.980482e-05,4.0039482e-05,0.0028006951
ZJ016671,0.011153871,4.6350902e-05,0.107252285,0.00019723203,5.697842e-06,0.0007640511,1.4478014e-05,0.880566
ZJ016672,0.036727007,1.102954e-06,4.432561e-06,2.7908316e-06,0.96326226,1.3921439e-06,6.179994e-07,2.943625e-07
ZJ016673,0.05872079,0.00022573647,0.6396257,0.0038482046,0.001889268,0.0034102357,0.062481772,0.22979832
ZJ016674,1.4233835e-06,6.059357e-07,2.7884262e-06,1.1115133e-06,2.6425943e-07,3.9142117e-07,0.99999344,8.7717666e-08
ZJ016675,0.0022151298,1.0994357e-06,6.2687022e-06,3.171912e-07,4.01349e-07,8.25327e-07,0.997771,4.9078053e-06
ZJ016676,0.050621446,0.20357105,0.57922256,0.00012591787,4.57879e-05,0.00010430192,0.15264153,0.0136673385
ZJ016677,0.68034834,0.019309321,0.23898558,0.054652434,0.0042887777,0.0009738325,2.78953e-05,0.0014137985
ZJ016678,1.8702466e-06,2.902716e-07,9.758693e-06,2.7029946e-06,7.1765055e-07,2.0541884e-07,0.99998426,1.0126582e-07
ZJ016679,0.14119269,0.0018249244,0.8141728,3.6986734e-05,0.0009926063,0.0012848778,0.027754221,0.012740864
ZJ016680,0.16631919,0.0014926381,0.6765413,0.00030529793,0.0048555806,0.0009834407,0.10708569,0.04241687
ZJ016681,0.18897837,5.700423e-05,0.0037337826,0.00030857985,0.26791313,3.3742726e-05,0.53802377,0.0009516524
ZJ016682,0.0056681903,2.7592838e-05,5.4651748e-05,2.6385362e-06,2.1163396e-06,4.2206775e-06,0.9942365,4.1133503e-06
ZJ016683,0.93521446,0.0002790187,0.04851501,0.00025489638,0.01202768,0.0003791626,0.0030903604,0.00023936942
ZJ016684,0.08593722,0.011976827,0.69560254,0.20158644,0.0019508924,0.0004276982,3.3315904e-05,0.002485135
ZJ016685,0.001130211,0.00015139718,0.0060635996,1.4474772e-06,4.001006e-06,1.9275454e-05,0.9926002,2.9979657e-05
ZJ016686,0.0020007174,0.0118902875,0.0005503957,7.7311715e-06,8.0229125e-07,2.402756e-06,0.98549795,4.9676917e-05
ZJ016687,0.75343454,0.0014986685,0.15980211,9.6216776e-05,0.00040863224,0.001879494,0.056299433,0.026580974
ZJ016688,0.5223175,0.018335527,0.41700557,2.5556814e-05,0.00017877137,0.0011666277,0.03193283,0.009037563
ZJ016689,0.82377654,0.0017791238,0.029993186,0.00014636216,2.450524e-05,9.143483e-06,0.0038180233,0.14045309
ZJ016690,0.0018172694,5.5053093e-05,0.8954837,0.06526638,8.041344e-05,0.0018118263,8.108306e-06,0.035477307
ZJ016691,8.060496e-06,6.624613e-08,1.386772e-06,3.3656647e-07,1.7994904e-06,4.1211038e-07,0.99998784,1.5849052e-08
ZJ016692,0.05980566,0.02997792,0.78502107,0.00033808072,0.0011461439,0.0041382574,0.08387132,0.03570158
ZJ016693,2.1804415e-05,2.6701293e-05,0.0017033995,2.6639307e-05,7.858563e-06,0.9981957,1.5215694e-05,2.7698372e-06
ZJ016694,0.17323107,0.0017954716,0.67871636,0.00033945945,0.004338388,0.00045313477,0.10421963,0.036906525
ZJ016695,1.0542516e-05,1.0942558e-06,2.3234447e-06,2.1982707e-06,2.3353718e-06,2.7682847e-07,0.99998105,2.9525793e-07
ZJ016696,0.15437242,0.01584934,0.7199692,2.7401216e-05,0.00010501174,0.0004993594,0.10829651,0.0008806873
ZJ016697,4.5699016e-05,0.99987614,7.4502874e-05,6.945331e-07,1.9780097e-07,1.8499038e-07,2.9636294e-07,2.1573112e-06
ZJ016698,0.00018120803,5.7195734e-08,4.1642147e-06,7.0488056e-07,0.99979776,5.735272e-06,1.0266712e-05,1.2348812e-07
ZJ016699,0.75465345,0.042477887,0.19974694,6.026326e-05,6.7473564e-05,6.237476e-05,0.0006187313,0.002312856
